product_id,name,main_category,sub_category,ratings,no_of_ratings,price (USD),cost (USD)
bx-4O3MWH,"Women Fashion tape, Clothing Body, Strong and Clear Tape for All Skin Tones and Fabric, Waterproof Sweatproof, Bra Tape 36...",women's clothing,Clothing,3.9,57,6.0,1.7
bx-4O40IW,"Lamsa Flavoured Tea, 500g Carton",grocery & gourmet foods,"Coffee, Tea & Beverages",4.0,163,3.0,2.4
bx-4O4Q0M,KNOOS Women's Bow Frame Clutch Bags | Detachable Chain Sling Strap | Ladies Purse Wallet,accessories,Bags & Luggage,4.0,1,24.0,6.0
bx-4O56ZW,Plus Size Ultra Soft Churidar Cotton Lycra Leggings for Womens and Girls…,women's clothing,Clothing,4.0,414,12.0,4.3
bx-4O63JZ,INVODA Nylon 15 Cms Duffle Bag(INVODA_Red),accessories,Bags & Luggage,3.7,"3,13",6.0,5.0
bx-4O6IQQ,Xiaomi Mi 4A Dual_Band Ethernet 1200Mbps Speed Router| 2.4GHz & 5GHz Frequency|128MB RAM | DualCore 4 Thread CPU|4 Omni Di...,"tv, audio & cameras",All Electronics,4.0,"11,501",36.0,13.1
bx-4O704V,"MOTIVATE BOX, Black PVC Wooden Framed with White Border 10 * 10 Inch Felt Letter Board with 128 Letters & Numbers (Wall Mo...","tv, audio & cameras",All Electronics,4.0,331,12.0,0.8
bx-4O7JTM,Laado-Pamper Yourself Women's Loose Fit Cotton Salwar,women's clothing,Clothing,3.8,131,25.0,11.9
bx-4OB6UG,BBGRO Big Heavy Duty Large Eco Waterproof Cotton Canvas Cloth Grocery Shopping Bag for Men Ladies Vegetable Milk Fruits wi...,accessories,Bags & Luggage,,,4.0,0.3
bx-4OEHMW,"AEROPOSTALE ""AERO_AW_A8 Classic Men’s Analog Quartz Wrist Watch Dial with Contrasting Hand, Reflective White Print, Faux P...",accessories,Watches,,,78.0,67.7
bx-4OEXNI,"Oraimo Shark 4 Bluetooth Neckband Wireless in Ear Earphones Deep Bass,20Hrs Playtime,ASAP Charge,ENC Tech,Low-Latency Ergo...","tv, audio & cameras",All Electronics,3.9,800,24.0,17.8
bx-4OF7DG,"Keystone Badminton Set, Double Shaft Badminton Racket Single Piece with Nylon Shuttlecock and Nylon Badminto Net (with 1pc...",sports & fitness,Badminton,1.0,1,18.0,9.0
bx-4OFTXO,Lymio Contrast Lace Cami Black Color Women's Pyjama Sets,women's clothing,Clothing,3.9,83,18.0,0.7
bx-4OGTNC,"pranjals house 13 inch Leather Messenger Side Bags for Men, Brown",accessories,Bags & Luggage,3.5,33,31.0,12.7
bx-4OH9F5,F Gear Samurai Black 30 liter Laptop Backpack Sch Bag,accessories,Bags & Luggage,4.1,83,33.0,22.0
bx-4OJOCS,Heads Up For Tails Drizzle Buddy Dog Raincoat - Pink - 4XL,pet supplies,Dog supplies,,,19.0,6.3
bx-4OKCZM,"Genie Paramour Black Set of 2 Printed Soft Luggage Travel Bag for Women, Sizes: 68 cms + 57 cms Suitcase Luggage, Check-in...",accessories,Bags & Luggage,4.2,4,240.0,120.0
bx-4OKMRN,"boAt WCDV 20W Wall Charger with Fast Charging for PD Devices, Smart IC Protection, Auto Detection and Corrosion Resistant ...","tv, audio & cameras",All Electronics,3.9,27,24.0,1.4
bx-4OLBWB,Vogueorgy Peace Unisex Fleece Hoodie Full Sleeve.,sports & fitness,Yoga,2.0,3,18.0,4.1
bx-4OLEMU,Silk Zone Women's Banarasi Art Silk Saree With Blouse Piece,women's clothing,Clothing,4.0,"1,899",52.0,10.7
bx-4OLV5Z,TIMENTER Technology Analog White and Red Color Dial Women Watch - G595-GM226 (Pack of 2),accessories,Watches,,,13.0,10.0
bx-4OM07H,NEUTRON Collegian Analog Black Color Dial Women Watch - GC3-(66-L-10) (Pack of 2),accessories,Watches,,,9.0,7.2
bx-4ONTVD,Softline Butterfly Women's Cotton Panty (Pack of 3)(Colors & Print May Vary),women's clothing,Clothing,3.4,96,4.0,1.3
bx-4OOLV8,Adidas womens T-Shirt,women's clothing,Clothing,,,22.0,13.0
bx-4OP7U1,Jute Bags for Shopping for Women and Men | Jute Grocery Bag | Jute Carry Bag | Plain Jute Bag | Blue,accessories,Bags & Luggage,4.2,28,13.0,4.1
bx-4ORDTE,GUESS Analog Clear Dial Men's Watch-GW0300L2,accessories,Watches,4.4,25,150.0,123.8
bx-4ORQ7B,Joker & Witch Kevin & Veronica Couple Watch Gift Set for Men and Women,accessories,Watches,,,82.0,8.3
bx-4ORR1O,SUNSTONE Badminton Rackets 2 Piece DX 077 with 3 Nylon Shuttlecocks Full Cover,sports & fitness,Badminton,3.6,2,10.0,3.5
bx-4OSLF7,Regolith Designer Sarees Women Stretch Skirts for Women Waist Flared Short Skirt for Women Pleated Mini Skirt for Women,women's clothing,Clothing,4.6,12,24.0,11.7
bx-4OTNNU,"Goldenize Fashion Multicolor Digital Dial Waterproof Stylish and Fashion Child Wrist Smart Watch LED Band for Kids,Colorfu...",accessories,Watches,,,12.0,8.7
bx-4OTZB9,Veirdo® Lilac Half Sleeves Round Neck Graphic Printed Oversize Loose Fit T-Shirt for Women,women's clothing,Clothing,,,14.0,8.1
bx-4OUPML,PRO MACK ZONE Women's Regular Fit Leggings (Pack of 6 : Multicolored :,women's clothing,Clothing,1.4,8,20.0,13.7
bx-4OUX4V,Joker & Witch Jack Fuller & Joy Couple Watches,accessories,Watches,5.0,2,76.0,45.1
bx-4OV2PY,BE SAVAGE Stylish Men's Varsity Bomber Jacket,women's clothing,Clothing,3.6,145,24.0,12.7
bx-4OVEX3,Dell Kb216 Wired Multimedia USB Keyboard with Super Quite Plunger Keys with Spill-Resistant  Black,"tv, audio & cameras",All Electronics,4.3,"30,08",22.0,12.6
bx-4OW13W,Fastrack Analog Red Dial Women's Watch-NL6166SM02/NN6166SM02,accessories,Watches,4.4,75,,0.0
bx-4OWNWY,Q3 Women's Apron Lab Coat Wrinkle Resistant Poly Cotton Full Sleeves,women's clothing,Clothing,3.2,250,12.0,2.4
bx-4OXJ4H,SIGNOOGLE® 8 Shaped Walking Exercise Mat Natural Eco- Friendly Home Gym Fitness Men Women Friendly and Safety Walking Mat ...,sports & fitness,Yoga,5.0,1,30.0,16.5
bx-4OXM50,Watch Me Blue Dial Silver Stainless Steel Strap Calendar Series Analog Quartz Wrist Watch for Women and Girls (DDWatch Me-...,accessories,Watches,4.0,1,36.0,28.7
bx-4OYQQO,"REDTECH Latest Mototive Mini K1 Stylish,Single Ear Bluetooth Truly Wireless In Ear Earbuds Universal Earbuds with Mic to S...","tv, audio & cameras",All Electronics,3.3,571,12.0,6.3
bx-4OZJYV,Virja Diamond Fast Sellng Girls Analog Watch - for Women Dial Analog Watch for Woman (Pack of 1),accessories,Watches,,,7.0,3.2
bx-4OZM4G,Heel & Toe Women's Slim Fit Jeans Pant (Pack of 2) (L3-RQ05-HOV6_White & Black_Free Size),women's clothing,Clothing,3.6,821,12.0,10.0
bx-4P14FC,Deewa Maroon & Beige A-line Dress,women's clothing,Clothing,3.9,348,20.0,10.7
bx-4P1MEM,Style Loft Women's Case Material Metal Buckle Band Material Stainless Steel Case Shape Round Stylist Watch - (Black) (A26...,accessories,Watches,,,13.0,4.2
bx-4P1Y5Y,MILITIA Tactical Vest bulletproof plate harness cum Ammunition Pouch Indian Army,accessories,Bags & Luggage,4.8,9,19.0,10.9
bx-4P23L1,"BHARVITA Women's Jacquard Plain Dyed, Net Saree With Blouse Piece",women's clothing,Clothing,3.8,299,23.0,4.9
bx-4P2SV2,PLUMBURY Tummy Tucker Body Shaper for Women Tummy and Hips Belly Fat After Delivery,women's clothing,Clothing,3.4,12,23.0,7.7
bx-4P34G1,Giordano Analogue Off White Dial Women's Watch - GD-4006-22,accessories,Watches,3.8,13,51.0,13.7
bx-4P3CEZ,"USI UNIVERSAL THE UNBEATABLE Digit Short TUFLITE (411VM) (L, Blue)",sports & fitness,Yoga,3.5,4,20.0,16.9
bx-4P3CUE,Nivia City Polo Polyester Training T-Shirt,sports & fitness,Yoga,4.3,9,9.0,7.7
bx-4P45DP,"Mistazzo Unicorn Embossed Hardtop EVA Material Pencil Case, Large Pen Holder Box with Multi-Compartment, Cosmetic Pouch Ba...",accessories,Bags & Luggage,4.5,752,11.0,2.3
bx-4P7T73,Wooum 65 Ltr Trekking Backpack for Outdoor activities sports equipment hiking Bag climbing backpack Rucksack travel Bag Bi...,accessories,Bags & Luggage,3.8,100,20.0,16.0
bx-4P885Y,ishin Women's poly georgette printed Saree With Attached Blouse Piece,women's clothing,Clothing,3.4,511,19.0,4.1
bx-4P92J1,F Gear Soldier Olive 74 Liters Canvas Duffle Bag,accessories,Bags & Luggage,4.2,588,31.0,5.3
bx-4PACQV,THE SACK CO. TOTE BAG for WOMEN AND GIRLS |WATERMELON| Shoulder bags Made of Organic Cotton.,accessories,Bags & Luggage,,,7.0,2.8
bx-4PAT4P,Tommy Hilfiger Womens Blue Dial Metallic Multi-Function Watch - NBTH1781893,accessories,Watches,Get,FREE Delivery by Amazon,174.0,14.8
bx-4PAYQ4,ADISA Women's Quilted Cross Body Sling Bag,accessories,Bags & Luggage,4.1,"2,205",18.0,6.8
bx-4PBSXO,OM SAI LATEST CREATION Soft Cotton & Silk Saree For Women Banarasi Saree Under 399 2022 Beautiful For Women saree free siz...,women's clothing,Clothing,3.6,75,24.0,10.3
bx-4PCA4E,Decode Analogue Pink Dial Women's Watch (501 Pink Gems Studded),accessories,Watches,4.5,5,26.0,1.7
bx-4PD27J,RATAN Women’s Freesize Georgette Flared Printed Sharara Palazzo Pant with Lining,women's clothing,Clothing,4.1,11,24.0,10.4
bx-4PD87I,"Li-Ning Airforce 80 LITE Carbon Fibre Badminton Racquet, Navy/Orange",sports & fitness,Badminton,Get,FREE Delivery by Amazon,67.0,8.9
bx-4PF47P,"D&M Decor Cotton Fabric Sack Drawstring Backpack for Kids, Men, & Women (Blue & Brown) Pack o f2",accessories,Bags & Luggage,4.7,5,7.0,5.8
bx-4PF894,Joker & Witch Luna Silver Watch Bracelet Gift Set for Women,accessories,Watches,,,54.0,40.3
bx-4PG5GW,Women Casual Trendy Travle Slingbag With Small Combo,accessories,Bags & Luggage,4.0,6,23.0,10.4
bx-4PGT3E,"EcoRight Large Tote Bags for Women with Zip, Waterproof Eco Friendly Handbags for Women",accessories,Bags & Luggage,3.8,185,26.0,10.3
bx-4PJ8RZ,KAMALNAYANI PRINTS Analog Black Dial Wrist Watch Casual Watch for Both Men and Women,accessories,Watches,,,10.0,6.6
bx-4PKW5X,NEUTRON Traditional Analog Green and Black Color Dial Girls Watch - G636-GM211 (Pack of 2),accessories,Watches,Get,FREE Delivery by Amazon,15.0,7.3
bx-4PLBIM,"FOONTY Daily Use Women Jute Lunch Bags(Combo of 2,Multi color,fab-3)",accessories,Bags & Luggage,4.0,742,12.0,5.4
bx-4PLP0Y,DRAAZ IMPEX Pure Cotton Printed Kurta Set with Plazzo (Magenta),women's clothing,Clothing,,,17.0,0.1
bx-4PLTUG,"Women's Watch, BigOwl Best Sister Ever is Somewhere Here Quirky Typography Designer Analog Wrist Watch for Women - Gifts f...",accessories,Watches,3.9,50,8.0,3.2
bx-4PLWM2,HORCHIS Casual Analogue Women's Watch(White Dial Pink Colored Strap)-HORCH_ENT-W-1142,accessories,Watches,2.7,2,6.0,3.5
bx-4PMRPJ,ZU Cotton Relaxed Fit Interlock Solid Half Sleeves Oversized Round Neck Drop Shoulder T-Shirt for Women,women's clothing,Clothing,5.0,4,8.0,4.8
bx-4PMZT9,SHENGKE Women's Watch Luxury Analog Quartz Stainless Steel Mesh Band Fashion Casual Dress Watch Relogio Feminino,accessories,Watches,4.3,66,,0.0
bx-4PPEF4,Samsonite Synch Polyster 67 cms Black Suitcase (SAM SYNCH SP67/24 EXP Black),accessories,Bags & Luggage,,,160.0,38.6
bx-4PR2VO,Louise Belgium Women's Clutch,accessories,Bags & Luggage,4.0,124,42.0,21.6
bx-4PSHPT,Mirako by Van Heusen Women's Regular fit T-Shirt,women's clothing,Clothing,4.0,40,10.0,8.1
bx-4PT6N6,FLYNGO 4 Pcs Travel Storage Organizer Pouch Clothes Packing Cubes Space Savers Bags for Cosmetics/Underwear/Socks/Shoes To...,accessories,Bags & Luggage,4.4,23,11.0,5.8
bx-4PTJUK,Generic Women's Cotton Briefs (Pack of 3) (High Waist Panty_Assorted_4XL),women's clothing,Clothing,3.3,11,10.0,4.9
bx-4PTRAY,Skybags Polycarbonate Hard 21 Cms Suitcase(_Blue),accessories,Bags & Luggage,4.4,66,121.0,18.3
bx-4PTRCM,Chromozome Boy Cotton Hooded Neck Hoodie CB 7_Green_3-4 Years_Green_3 Years-4 Years,sports & fitness,Yoga,3.8,12,7.0,4.3
bx-4PUCTT,Sonata Ladies EssentialsLadies- Analog Watch -8174WM04,accessories,Watches,,,18.0,8.0
bx-4PUD0P,Yash Gallery Women's Cotton Regular Kurta (288YK395MUSTARD-P),women's clothing,Clothing,4.1,"1,308",48.0,30.7
bx-4PUF7N,DOCOSS-Set of 2-331-Metal TSA Approved Lock 3 Digit for Luggage Bag International Number Password Travel Locks(Multi-Color),accessories,Bags & Luggage,4.4,420,18.0,15.2
bx-4PW4H1,Jute Cottage Men's and Women's Eco-Friendly Printed Water and Wine Bottle Jute Bag,accessories,Bags & Luggage,4.4,54,7.0,3.8
bx-4PX9N9,"Brooke Bond, Red Label, 100g",grocery & gourmet foods,"Coffee, Tea & Beverages",4.3,"1,707",0.0,0.0
bx-4PXBAY,Pandadi Saree Women's Georgette Lakhnavi Chiply Work Unstitched Salwar Suit,women's clothing,Clothing,3.7,235,24.0,13.2
bx-4PXWFX,Birthday Popper Unicorn Soft Plush Sling Cross Body Bag | 6 No | with Cute Prints for Birthday | Navratri | Diwali Gifts |...,accessories,Bags & Luggage,4.0,18,7.0,3.1
bx-4PYDKW,Anni Designer Women's Black Color Satin Patta Printed Saree With Blouse Piece,women's clothing,Clothing,3.5,881,24.0,18.1
bx-4PYXZQ,iEDS Lens Guard Cap for Insta360 ONE X3 Camera (One X3 Cap),"tv, audio & cameras",All Electronics,4.4,117,24.0,17.9
bx-4PZQJG,"Fox Skipping ropes, skipping rope for men women boys girls, gym, workout weight loss_FOXR32",sports & fitness,Fitness Accessories,,,6.0,4.6
bx-4Q0VLE,"Portronics Adapto 45 20W Mobile Charger Adapter with Dual Port (USB A + PD Type C), Fast Charging, Short Circuit Protectio...","tv, audio & cameras",All Electronics,4.1,"9,338",12.0,5.3
bx-4Q0VV3,NEUTRON Fashionable Analog Brown and Rose Gold Color Dial Girls Watch - G663-G575 (Pack of 2),accessories,Watches,,,15.0,1.6
bx-4Q2TFS,The Clownfish Odelina Series Printed Handicraft Fabric Sling Bag Handbag for Women Crossbody Bag Office Bag Ladies Single ...,accessories,Bags & Luggage,4.1,31,24.0,13.8
bx-4Q4GSL,Joker & Witch Shawn & Camila Couple Watch Gift Set for Men and Women,accessories,Watches,4.0,1,89.0,49.1
bx-4Q4UUX,TGL Co. The Good Life Company Euphoria Instant Coffee Powder (200 Grams) | Extra Strong Blend of Arabica & Robusta Coffee ...,grocery & gourmet foods,"Coffee, Tea & Beverages",4.1,331,8.0,3.5
bx-4Q59J5,V&Y Unique Stylish Analogue Dial with Leather Strap Watch Women Under 249,accessories,Watches,,,12.0,1.2
bx-4Q623W,GROOT Royal Analog Black Color Dial Men Watch - BCPL18-(17-S-20) (Pack of 2),accessories,Watches,,,13.0,3.5
bx-4Q6QME,Sonata Act Safety Watch Analog White Dial Women's Watch-90057SL02 / 90057SL02,accessories,Watches,3.0,22,36.0,16.5
bx-4Q6YBV,Maxima Analog Pink Dial Women's Watch - 47760CMLI,accessories,Watches,4.5,2,14.0,8.7
bx-4Q79IY,Watch City Jay Enterprise Plastic Belt Analogue Black Dial Girl's Watch,accessories,Watches,,,12.0,7.7
bx-4Q8IHE,Daniel Klein Analog Pink Dial Women's Watch-DK12046-2,accessories,Watches,3.7,33,62.0,43.5
bx-4Q9J7F,Strand By Obaku Analog Grey Dial Women's Watch-S719LXJJRJ-DSH,accessories,Watches,5.0,1,54.0,16.9
bx-4QAN46,"Verilux® Wireless Mouse Rechargeable, Upgraded Ultra Slim 2.4G Silent Cordless Mouse Computer Mice 1600 DPI with USB Recei...","tv, audio & cameras",All Electronics,4.1,361,14.0,2.0
bx-4QBNQV,MFTEK 2000 dpi LED Backlit USB Wired Unbreakable ABS Body Gaming Mouse (Black),"tv, audio & cameras",All Electronics,4.3,"3,666",12.0,5.0
bx-4QC40U,Vaamsi Crepe Straight Kurta (PK1913_Dark Green),women's clothing,Clothing,3.8,476,12.0,6.9
bx-4QCKTE,Tommy Hilfiger Matias Unisex Polyester 14 inch Laptop Backpack Burgundy,accessories,Bags & Luggage,3.0,3,44.0,20.4
bx-4QCZ7O,Timex Analog Pink Dial Women's Watch-TW000T613,accessories,Watches,4.3,238,32.0,22.1
bx-4QDQ94,ABYS Genuine Leather Passport Wallet||Chequebook Case for Men and Women (Blue-Tan_8503BLTN),accessories,Bags & Luggage,3.9,261,21.0,16.7
bx-4QEJLB,SpiderJuice 10Pc French Grey Universal Metal Alloy Instant Replacement Detachable Spring Zipper Head Puller Extender Slide...,accessories,Bags & Luggage,4.0,6,8.0,2.5
bx-4QEVY9,Watch City Analog Watch Women and Girl Watch Rectangle Dial and Stainless Steel Belt (Combo) (Set of 2) Black,accessories,Watches,,,12.0,4.8
bx-4QFZHF,Cerruti 1881 BRETAGNA Analog Blue Dial Women's Watch-CIWLG2225501,accessories,Watches,,,304.0,154.6
bx-4QG9CO,"GRECIILOOKS Night Suit Set for Women Rayon, Night Dress, Lounge Wear,Printed Rayon,Top and Capri Set for Women, Women Nigh...",women's clothing,Clothing,3.7,107,28.0,20.2
bx-4QGC5I,Restraint Black and Black Color 12 Point with Trending Magnetic Analogue Metal Strap Watches for Girl's and Women's Pack o...,accessories,Watches,,,31.0,5.7
bx-4QGFK8,NEUTRON Formal Analog Pink and Silver Color Dial Women Watch - G604-G605 (Pack of 2),accessories,Watches,,,10.0,0.3
bx-4QHDLY,Aropana Self Closing Leather Squeeze Coin Purse Waterproof Portable Earphone AirPods Pouch Mini Storage Jewellery Bag Chan...,accessories,Bags & Luggage,4.1,24,6.0,4.7
bx-4QHXB8,Sompal Traders Women's Solid Double High Neck Full Sleeve Top,women's clothing,Clothing,3.0,17,6.0,2.1
bx-4QI28C,"Spigen Liquid Air Cover Case Designed for Galaxy Watch 4 (44mm) (Samsung Galaxy Watch 5 / 4 (44mm), Military Green) (Watch...","tv, audio & cameras",All Electronics,4.3,"8,553",32.0,14.4
bx-4QI9AZ,M-FASHION Neck SAMOSA Pattern Long Plus Size Umbrella Kurti,women's clothing,Clothing,3.7,26,24.0,19.7
bx-4QJ9PO,OxbOw 16 Clear Pockets Hanging Organizer Bag for Socks Bra Underwear Undergarments Cupboard Belt Ties Scarf Jewelry Access...,accessories,Bags & Luggage,3.7,45,6.0,3.1
bx-4QJT2Z,Haven Cartoon Printed Kids School Trolley Bag (18 Inches),accessories,Bags & Luggage,3.8,97,36.0,20.6
bx-4QKG0Y,Fastrack Stunners 4.0 Analog Watch,accessories,Watches,5.0,2,20.0,6.8
bx-4QKSHB,Louis Devin Pink Dial Pink Synthetic Leather Strap Analog Wrist Watch for Women | LD-L157-PNK,accessories,Watches,3.0,7,24.0,20.8
bx-4QKTCS,Jockey Women's Slim Leggings,women's clothing,Clothing,4.2,92,12.0,2.8
bx-4QM86S,"Samsung 980 500GB Up to 3,500 MB/s PCIe 3.0 NVMe M.2 (2280) Internal Solid State Drive (SSD) (MZ-V8V500)","tv, audio & cameras",All Electronics,4.6,"15,817",108.0,33.1
bx-4QMCD1,Batcat™ Allover Rhinestone Decor Square Bag With diamond Purse (Muticolor),accessories,Bags & Luggage,,,36.0,23.0
bx-4QML6C,ZUPERIA Diamond Studded Butterfly Watches for Girls and Women (Set of 6),accessories,Watches,3.4,6,18.0,0.3
bx-4QNC21,NEUTRON Diwali Analog Brown and Pink Color Dial Women Watch - GM383-GM218 (Pack of 2),accessories,Watches,,,12.0,6.3
bx-4QNJXX,"SIDDHIVINAYAK Women and Men Sports, Fitness & Outdoors,Exercise Yoga Mats with Anti Slip and Workout for Gym and Home",sports & fitness,Yoga,4.0,33,12.0,2.9
bx-4QNZ2N,NEUTRON Italian Designer Analog Brown and Pink Color Dial Girls Watch - GL289-GM213 (Pack of 2),accessories,Watches,Get,FREE Delivery by Amazon,16.0,3.8
bx-4QP6PP,NEEMBOOLI Analog Stainless Steel-Strap with Beige Dial Color and Golden Band Color Casual Women-Watch,accessories,Watches,,,11.0,0.3
bx-4QPT10,Watch City Analogue Attractive Looking 5 Different Dial and Stainless Steal Belt Watch with 2 Bracelet for Women Or Girls ...,accessories,Watches,,,6.0,2.6
bx-4QPWUM,"Pikkme Back Cover for Samsung Galaxy M51 (Thermoplastic Polyurethane, Plastic|Black)","tv, audio & cameras",All Electronics,3.8,669,3.0,1.0
bx-4QQ6KZ,CEDO Honor Pad 8 (11.9 inch) Flip Cover | Leather Finish | 360 Degree Rotate Flip Cover | Shockproof Style Back Cover Case...,"tv, audio & cameras",All Electronics,4.8,6,12.0,2.3
bx-4QR8KJ,Clovia Women's Cotton Mid Waist Cycling Shorts with Inner Elastic,women's clothing,Clothing,3.9,481,6.0,4.5
bx-4QRYAI,BIGOWL Wrist Watch for Women Legends are Born in May Branded Fashion Watches for Girls - Best Casual Analog Leather Band W...,accessories,Watches,5.0,1,8.0,6.1
bx-4QSD2P,EthnicJunction Women's Cotton Silk Bandhani Print Unstitched Salwar Suit Dress Material,women's clothing,Clothing,3.3,31,24.0,2.3
bx-4QTMS0,Manojava Designer Floral Print midi Dress,women's clothing,Clothing,4.0,2,26.0,18.3
bx-4QU9U0,ZOUK Women's Printed Vegan Leather Handmade Handbags with Double Handles and Detachable Sling Strap (Multicolor),accessories,Bags & Luggage,4.1,13,58.0,41.3
bx-4QU9ZG,Selvia Women Skirt,women's clothing,Clothing,5.0,3,10.0,5.0
bx-4QUS6K,SKYVIK TRUHOLD StickOn Magnetic Mount Mobile or Remote Holder for Car-Bike-Scooter-Home-Kitchen-Office-Desk-(Silver),"tv, audio & cameras",All Electronics,4.3,953,16.0,13.4
bx-4QVCNH,pass pass Paris Analogue Combo Watch for Women & Girls Pack of 3,accessories,Watches,3.7,15,16.0,11.6
bx-4QWTDK,Spigen Ultra Hybrid Back Cover Case for iPhone 11 (TPU + Poly Carbonate | Crystal Clear),"tv, audio & cameras",All Electronics,4.4,"100,251",23.0,15.7
bx-4QYD71,"Cat Care Compatible with Airpods Pro GEN-2 (2022) Pouch Case Cover, Soft Silicone Cartoon Character Cover with Key-Chain, ...","tv, audio & cameras",All Electronics,3.9,45,12.0,0.9
bx-4QYPBS,"MAISSEN Pet Dry Sheet, Cats and Dogs Reusable Pee Pad for Training and Hygiene (Medium)",pet supplies,Dog supplies,4.3,293,6.0,4.8
bx-4QYQYD,NEUTRON Branded Analog White and Black Color Dial Girls Watch - G600-(45-L-10) (Pack of 2),accessories,Watches,,,8.0,3.8
bx-4R0A0I,Psychovest Women's Sexy Lace Bikni Bra and Panty Lingerie Set Free Size,women's clothing,Clothing,3.9,94,10.0,0.8
bx-4R18UE,ABTRIX WITH AB Wall Mount Remote Control Holder Clear Acrylic Media Organizer Storage Box Coffee Table and Nightstand Conv...,"tv, audio & cameras",All Electronics,4.0,276,8.0,2.4
bx-4R1Z4K,Tootpado Luggage Tags for Suitcases Smiley Emoji - (Pack of 3) (CLNT23),accessories,Bags & Luggage,4.0,21,4.0,3.1
bx-4R20YB,SriAoG Handcrafted Mobile Sling Bag for Women Saree Hook Mobile Cross Body Purse Side Bag for Girls Ethnic Embroidered 7 I...,accessories,Bags & Luggage,,,3.0,2.6
bx-4R420D,Kitty & The Woof Gang Hot Sauce - Orange Dog Summer Clothes Dress T-Shirt Tees | Dog Clothes for Small Dogs | Puppy Clothe...,pet supplies,Dog supplies,4.0,1,12.0,9.6
bx-4R4471,"SHOPEE High Strength Elastic Bungee, Shock Cord Cables, Luggage Tying Rope with Hooks, (Assorted) - Set of 2",accessories,Bags & Luggage,3.7,89,5.0,1.3
